"rating","price","rq","ju","vo","wa","kr","education","gender","income","age"
20,21.8023,0,0,1,0,0,1,1,0,55
8,36.3372,0,1,0,0,0,1,0,0,24
16,21.0756,0,0,0,1,0,1,0,0,25
19,35.6105,1,0,0,0,0,0,1,1,39
18,21.0756,0,1,0,0,0,0,0,1,21
7,49.4186,0,0,0,1,0,1,1,0,20
1,50.8721,0,0,0,0,1,1,1,0,18
10,49.4186,0,0,1,0,0,1,1,1,34
17,36.3372,0,1,0,0,0,1,0,1,21
20,35.6105,1,0,0,0,0,1,1,1,43
15,34.8837,0,0,0,1,0,0,1,0,82
10,36.3372,0,0,0,1,0,1,0,1,58
17,35.6105,1,0,0,0,0,0,1,1,17
17,21.0756,0,1,0,0,0,0,1,0,18
18,21.8023,0,0,1,0,0,0,0,0,56
18,20.3488,0,0,0,0,1,0,0,0,56
20,21.0756,0,0,0,1,0,0,1,0,81
1,21.0756,0,0,0,1,0,1,1,0,54
1,49.4186,1,0,0,0,0,0,1,0,35
6,50.8721,0,0,1,0,0,0,1,1,61
14,34.8837,0,0,0,1,0,0,1,1,17
17,21.0756,0,1,0,0,0,0,1,0,16
8,36.3372,0,0,0,1,0,0,1,0,18
13,49.4186,0,1,0,0,0,1,1,0,53
5,49.4186,0,0,1,0,0,0,1,0,16
4,20.3488,0,0,0,0,1,0,1,1,45
10,50.8721,0,0,0,1,0,1,0,1,65
19,34.8837,0,0,0,1,0,1,1,0,66
15,35.6105,0,0,1,0,0,0,1,1,58
11,21.0756,0,1,0,0,0,1,0,1,21
1,50.8721,0,0,0,1,0,0,0,1,37
11,35.6105,0,0,1,0,0,0,1,0,18
20,20.3488,1,0,0,0,0,0,1,0,34
1,50.8721,0,0,0,0,1,0,1,0,37
2,49.4186,0,1,0,0,0,1,1,1,34
11,34.8837,0,1,0,0,0,1,1,0,33
1,20.3488,0,0,1,0,0,0,0,0,76
15,20.3488,1,0,0,0,0,1,0,0,24
13,35.6105,0,0,0,0,1,1,1,0,24
10,35.6105,0,0,1,0,0,1,1,1,42
18,21.0756,0,1,0,0,0,1,1,1,50
20,21.8023,0,0,1,0,0,1,1,1,31
15,35.6105,0,0,1,0,0,1,1,0,19
15,35.6105,1,0,0,0,0,1,1,1,19
19,21.0756,0,1,0,0,0,1,0,0,20
1,49.4186,1,0,0,0,0,1,1,0,26
6,50.8721,0,0,0,0,1,0,1,1,61
20,50.8721,0,0,0,0,1,1,1,1,50
20,21.0756,0,0,0,1,0,1,1,1,19
15,50.8721,0,0,0,0,1,0,0,0,56
18,35.6105,0,0,0,0,1,0,0,0,25
5,50.8721,0,1,0,0,0,1,1,0,24
20,21.0756,0,0,0,1,0,1,1,0,33
18,21.0756,0,0,0,1,0,1,0,0,73
7,50.8721,0,0,0,0,1,1,1,0,36
19,20.3488,0,0,0,0,1,1,1,0,19
15,34.8837,0,0,0,1,0,1,1,0,20
3,50.8721,0,1,0,0,0,1,1,0,20
20,35.6105,1,0,0,0,0,0,0,0,41
12,36.3372,0,0,0,1,0,0,0,0,47
12,50.8721,1,0,0,0,0,1,0,0,21
5,21.0756,0,0,0,1,0,0,1,1,28
4,50.8721,0,0,0,0,1,1,0,1,31
16,21.0756,0,0,0,1,0,0,1,0,75
20,36.3372,0,1,0,0,0,1,1,1,34
18,21.0756,0,1,0,0,0,1,1,0,29
20,21.8023,1,0,0,0,0,1,1,0,24
5,36.3372,0,1,0,0,0,0,1,0,56
20,21.8023,0,0,1,0,0,1,1,0,54
14,35.6105,0,0,1,0,0,1,1,0,30
1,35.6105,0,0,0,0,1,1,1,0,33
13,36.3372,0,1,0,0,0,1,1,0,55
5,49.4186,0,0,1,0,0,1,0,0,23
17,21.0756,0,1,0,0,0,1,1,1,20
5,50.8721,0,0,0,0,1,0,0,1,16
20,21.8023,1,0,0,0,0,1,0,1,28
10,50.8721,0,0,0,0,1,0,0,0,79
18,21.0756,0,0,0,1,0,0,1,0,70
19,21.8023,0,0,1,0,0,0,0,1,24
2,50.8721,0,0,0,0,1,0,0,0,47
20,21.0756,0,1,0,0,0,1,1,0,17
10,35.6105,0,0,0,0,1,1,0,0,34
10,49.4186,0,0,1,0,0,0,0,0,17
14,21.0756,0,1,0,0,0,1,0,0,21
8,34.8837,0,0,0,1,0,0,1,1,17
18,21.0756,0,0,0,1,0,0,0,1,23
2,35.6105,0,0,0,0,1,1,1,1,25
9,21.0756,0,0,0,1,0,1,1,0,25
6,35.6105,1,0,0,0,0,1,1,0,25
1,21.0756,0,0,0,1,0,0,1,0,21
16,35.6105,0,0,1,0,0,1,0,0,49
1,34.8837,0,0,0,1,0,0,1,0,21
20,35.6105,0,0,1,0,0,1,0,0,34
10,50.8721,0,0,1,0,0,0,0,0,25
3,35.6105,0,0,0,0,1,1,1,1,53
17,35.6105,0,0,1,0,0,1,1,1,41
17,21.0756,0,0,0,1,0,1,0,0,20
9,35.6105,0,0,1,0,0,1,1,1,32
20,35.6105,0,0,1,0,0,0,0,0,50
4,49.4186,0,1,0,0,0,1,0,1,62
5,49.4186,0,1,0,0,0,0,0,1,42
4,36.3372,0,1,0,0,0,1,1,0,24
10,50.8721,0,0,0,0,1,1,0,0,18
20,20.3488,1,0,0,0,0,0,0,0,33
7,20.3488,0,0,1,0,0,1,1,1,59
18,35.6105,1,0,0,0,0,1,1,0,17
12,35.6105,0,0,0,0,1,1,0,0,23
4,20.3488,0,0,0,0,1,1,1,1,31
1,35.6105,0,0,0,0,1,1,0,0,33
10,35.6105,0,0,1,0,0,1,1,1,50
10,36.3372,0,1,0,0,0,0,1,0,34
14,49.4186,0,0,1,0,0,1,1,1,18
14,35.6105,0,0,0,0,1,1,1,1,31
11,35.6105,0,0,1,0,0,1,0,1,46
8,49.4186,1,0,0,0,0,1,1,1,31
17,20.3488,0,0,0,0,1,0,1,0,78
20,21.0756,0,0,0,1,0,1,1,1,31
20,21.8023,1,0,0,0,0,1,0,1,27
17,21.0756,0,1,0,0,0,0,1,0,78
15,34.8837,0,0,0,1,0,0,1,0,81
20,21.8023,1,0,0,0,0,0,1,0,28
20,20.3488,1,0,0,0,0,1,1,1,31
7,50.8721,0,1,0,0,0,1,0,0,29
1,49.4186,1,0,0,0,0,0,0,0,25
16,35.6105,0,0,1,0,0,1,0,1,27
20,20.3488,1,0,0,0,0,1,1,0,20
1,50.8721,0,0,0,0,1,1,1,1,69
4,50.8721,1,0,0,0,0,1,1,1,19
2,21.0756,0,0,0,1,0,1,0,0,16
6,20.3488,0,0,0,0,1,1,1,0,26
19,35.6105,0,0,1,0,0,0,0,1,16
13,36.3372,0,0,0,1,0,1,1,0,26
5,36.3372,0,0,0,1,0,0,1,0,28
2,35.6105,0,0,0,0,1,0,1,0,37
20,21.0756,0,1,0,0,0,0,0,0,41
10,34.8837,0,0,0,1,0,1,0,0,23
10,35.6105,0,0,1,0,0,0,0,0,60
15,34.8837,0,0,0,1,0,1,0,0,26
8,49.4186,0,0,1,0,0,0,1,0,32
1,21.0756,0,1,0,0,0,1,1,0,49
12,49.4186,0,0,1,0,0,0,0,1,24
10,49.4186,0,0,1,0,0,0,0,0,79
20,20.3488,0,0,1,0,0,0,1,0,39
20,21.8023,1,0,0,0,0,1,1,1,31
14,21.0756,0,0,0,1,0,1,0,0,23
20,20.3488,0,0,0,0,1,1,1,1,50
1,20.3488,0,0,0,0,1,0,1,0,47
16,50.8721,0,0,0,0,1,0,1,0,70
7,50.8721,0,0,0,1,0,1,1,0,30
12,50.8721,1,0,0,0,0,0,1,0,57
10,34.8837,0,0,0,1,0,1,1,1,69
11,35.6105,0,0,1,0,0,0,0,1,37
16,35.6105,0,0,1,0,0,1,0,1,65
20,20.3488,0,0,0,0,1,0,1,0,39
3,49.4186,0,1,0,0,0,1,1,1,24
1,20.3488,0,0,0,0,1,0,1,1,48
13,34.8837,0,0,0,1,0,0,0,0,33
20,35.6105,1,0,0,0,0,0,0,1,58
15,35.6105,0,0,1,0,0,0,1,0,81
6,50.8721,0,1,0,0,0,0,1,1,61
19,21.8023,0,0,1,0,0,1,1,0,19
1,35.6105,0,0,0,0,1,1,1,0,53
18,21.8023,0,0,1,0,0,0,1,0,75
20,35.6105,1,0,0,0,0,1,1,0,26
1,50.8721,0,1,0,0,0,1,1,1,19
2,49.4186,0,1,0,0,0,1,0,1,45
1,36.3372,0,1,0,0,0,0,1,0,60
9,35.6105,0,0,1,0,0,1,0,1,30
20,50.8721,0,0,1,0,0,0,1,0,26
1,49.4186,0,1,0,0,0,0,0,1,38
20,35.6105,0,0,1,0,0,1,0,1,70
1,50.8721,0,0,0,0,1,1,0,0,16
5,49.4186,0,0,1,0,0,1,1,1,24
20,21.0756,0,0,0,1,0,1,1,1,55
17,35.6105,0,0,0,0,1,1,1,0,25
12,20.3488,0,0,0,0,1,0,1,0,38
4,50.8721,0,0,0,0,1,0,1,1,62
20,21.0756,0,1,0,0,0,0,0,0,76
17,21.0756,0,0,0,1,0,1,1,1,34
5,21.0756,0,1,0,0,0,0,1,0,56
20,49.4186,0,0,0,1,0,1,0,0,18
7,49.4186,0,0,0,1,0,0,1,1,61
11,36.3372,0,0,0,1,0,1,0,0,34
10,21.0756,0,1,0,0,0,0,1,0,62
15,21.0756,0,0,0,1,0,1,0,1,39
11,21.8023,0,0,1,0,0,0,0,0,32
16,35.6105,0,0,1,0,0,0,0,0,40
20,21.8023,1,0,0,0,0,1,0,1,59
16,35.6105,0,0,1,0,0,1,0,0,22
1,49.4186,0,0,1,0,0,1,0,1,52
19,20.3488,0,0,1,0,0,1,0,0,20
14,35.6105,0,0,0,0,1,0,1,0,75
20,20.3488,1,0,0,0,0,1,0,0,16
4,49.4186,1,0,0,0,0,0,1,0,70
7,20.3488,0,0,0,0,1,1,0,1,30
4,34.8837,0,0,0,1,0,0,0,0,50
20,21.0756,0,1,0,0,0,1,0,1,21
19,35.6105,1,0,0,0,0,0,1,0,82
16,36.3372,0,0,0,1,0,0,1,0,18
20,20.3488,0,0,0,0,1,1,0,0,25
19,35.6105,1,0,0,0,0,0,1,0,28
10,50.8721,0,0,0,0,1,1,1,1,80
18,21.8023,1,0,0,0,0,1,0,0,25
5,34.8837,0,0,0,1,0,1,0,1,21
20,49.4186,0,0,0,1,0,1,1,0,76
1,36.3372,0,1,0,0,0,1,0,1,30
2,35.6105,0,0,0,0,1,1,0,0,28
3,21.0756,0,1,0,0,0,0,0,1,38
5,50.8721,0,0,0,1,0,1,0,0,49
19,20.3488,0,0,0,0,1,1,1,0,32
6,50.8721,0,0,1,0,0,0,1,0,31
10,21.0756,0,1,0,0,0,0,0,1,46
15,20.3488,0,0,0,0,1,1,0,0,24
1,34.8837,0,0,0,1,0,0,1,1,45
18,21.0756,0,0,0,1,0,1,1,0,20
10,21.0756,0,0,0,1,0,0,0,0,40
12,35.6105,1,0,0,0,0,1,0,1,46
18,35.6105,1,0,0,0,0,1,0,1,58
8,20.3488,0,0,0,0,1,1,0,1,58
2,49.4186,0,0,0,1,0,1,0,1,47
7,36.3372,0,1,0,0,0,1,1,0,19
9,50.8721,1,0,0,0,0,0,1,0,37
20,49.4186,1,0,0,0,0,1,0,0,18
13,36.3372,0,1,0,0,0,1,0,0,26
20,21.8023,1,0,0,0,0,1,1,0,20
18,50.8721,1,0,0,0,0,0,0,0,32
1,35.6105,0,0,1,0,0,1,0,1,30
10,35.6105,1,0,0,0,0,0,1,1,39
18,21.8023,0,0,1,0,0,1,0,0,29
5,49.4186,0,1,0,0,0,1,1,0,25
11,49.4186,0,0,0,1,0,1,0,0,73
20,21.0756,0,1,0,0,0,1,0,1,59
15,50.8721,0,0,0,0,1,1,1,1,27
14,35.6105,1,0,0,0,0,0,1,0,18
7,21.0756,0,0,0,1,0,1,0,1,21
20,20.3488,1,0,0,0,0,1,1,0,29
1,49.4186,0,1,0,0,0,1,0,0,29
10,35.6105,0,0,0,0,1,1,1,0,22
6,49.4186,1,0,0,0,0,0,0,0,27
18,34.8837,0,0,0,1,0,1,1,1,28
1,35.6105,0,0,1,0,0,1,0,1,50
2,50.8721,0,1,0,0,0,1,0,1,47
16,21.0756,0,1,0,0,0,1,1,1,24
20,20.3488,1,0,0,0,0,1,1,1,33
20,20.3488,0,0,0,0,1,1,0,0,23
17,21.0756,0,0,0,1,0,1,1,1,20
15,20.3488,0,0,0,0,1,0,0,0,76
20,21.0756,0,0,0,1,0,0,0,0,17
12,35.6105,1,0,0,0,0,1,0,1,37
18,35.6105,1,0,0,0,0,0,1,0,39
16,21.0756,0,0,0,1,0,1,0,0,23
9,21.0756,0,1,0,0,0,1,1,0,25
20,35.6105,0,0,1,0,0,0,1,0,37
7,36.3372,0,1,0,0,0,1,1,0,25
17,35.6105,0,0,1,0,0,1,0,1,39
2,21.0756,0,1,0,0,0,1,1,1,33
6,50.8721,0,0,0,0,1,0,0,1,35
20,21.0756,0,0,0,1,0,1,1,0,32
14,50.8721,0,1,0,0,0,0,0,1,41
20,20.3488,1,0,0,0,0,1,1,1,34
1,35.6105,0,0,0,0,1,1,1,1,45
1,50.8721,0,0,0,0,1,0,0,0,17
10,49.4186,1,0,0,0,0,1,1,0,22
12,49.4186,0,0,1,0,0,1,1,1,28
17,21.0756,0,1,0,0,0,1,1,0,32
1,49.4186,0,1,0,0,0,1,1,1,36
18,21.0756,0,0,0,1,0,0,1,0,16
17,20.3488,0,0,0,0,1,0,0,0,27
12,49.4186,0,0,1,0,0,1,0,1,30
18,35.6105,0,0,1,0,0,0,0,1,41
13,34.8837,0,0,0,1,0,1,0,0,20
19,35.6105,0,0,1,0,0,0,1,1,39
9,35.6105,0,0,0,0,1,1,0,0,20
19,34.8837,0,0,0,1,0,1,1,0,19
19,21.8023,0,0,1,0,0,0,1,0,21
20,21.0756,0,1,0,0,0,0,0,1,37
5,35.6105,0,0,1,0,0,1,0,1,62
2,49.4186,1,0,0,0,0,0,0,0,47
20,20.3488,1,0,0,0,0,0,1,0,32
2,50.8721,0,0,0,1,0,1,0,1,45
5,35.6105,0,0,0,0,1,1,0,1,21
1,50.8721,0,0,0,0,1,1,1,1,32
2,34.8837,0,0,0,1,0,0,0,1,38
1,20.3488,0,0,0,0,1,0,1,0,32
1,50.8721,0,0,0,0,1,1,1,1,24
7,35.6105,0,0,0,0,1,1,0,1,58
10,36.3372,0,1,0,0,0,0,1,0,32
1,50.8721,0,0,0,1,0,1,1,1,43
18,20.3488,1,0,0,0,0,0,1,1,58
16,21.8023,0,0,1,0,0,1,1,0,30
16,20.3488,0,0,0,0,1,0,0,0,32
8,21.0756,0,1,0,0,0,1,1,1,21
3,49.4186,0,1,0,0,0,1,1,0,29
18,35.6105,1,0,0,0,0,0,1,0,72
4,21.0756,0,0,0,1,0,1,0,1,62
10,49.4186,0,0,0,1,0,1,1,0,22
11,35.6105,0,0,0,0,1,1,0,1,62
14,50.8721,1,0,0,0,0,0,1,0,38
12,36.3372,0,1,0,0,0,1,1,1,34
12,49.4186,0,1,0,0,0,1,1,1,34
2,49.4186,0,1,0,0,0,0,1,1,39
1,21.0756,0,0,0,1,0,0,1,0,26
16,36.3372,0,1,0,0,0,0,0,1,23
7,49.4186,0,1,0,0,0,0,1,1,28
10,50.8721,1,0,0,0,0,1,1,0,26
15,35.6105,0,0,1,0,0,0,1,0,75
12,20.3488,1,0,0,0,0,0,1,0,60
15,21.0756,0,0,0,1,0,1,0,0,23
3,35.6105,0,0,0,0,1,1,1,1,17
11,49.4186,0,0,1,0,0,1,0,1,39
13,35.6105,0,0,0,0,1,1,1,0,26
20,36.3372,0,1,0,0,0,0,1,0,75
5,50.8721,0,0,0,0,1,1,0,0,49
20,36.3372,0,1,0,0,0,1,0,1,70
5,34.8837,0,0,0,1,0,1,0,1,39
12,49.4186,0,1,0,0,0,0,0,0,17
6,34.8837,0,0,0,1,0,0,0,1,35
20,21.0756,0,0,0,1,0,1,1,0,76
1,50.8721,0,0,0,0,1,0,1,0,60
20,20.3488,0,0,1,0,0,0,0,0,25
8,49.4186,0,1,0,0,0,1,1,1,33
12,35.6105,1,0,0,0,0,1,0,1,32
20,21.8023,0,0,1,0,0,1,1,1,42
9,49.4186,0,0,1,0,0,0,0,0,60
18,20.3488,1,0,0,0,0,1,0,0,29
19,21.0756,0,0,0,1,0,0,0,0,25
1,49.4186,0,0,1,0,0,1,1,1,74
10,50.8721,0,0,0,1,0,0,0,0,17
12,35.6105,0,0,1,0,0,0,1,1,61
18,21.0756,0,0,0,1,0,0,1,1,58
12,49.4186,1,0,0,0,0,1,1,0,20
12,49.4186,0,0,1,0,0,1,1,1,34
10,49.4186,0,0,1,0,0,1,0,0,16
10,34.8837,0,1,0,0,0,1,0,1,27
15,35.6105,0,0,0,0,1,0,0,1,35
20,20.3488,0,0,0,0,1,1,1,0,66
19,49.4186,0,0,1,0,0,0,1,1,28
1,50.8721,1,0,0,0,0,0,1,0,49
1,20.3488,0,0,0,0,1,1,0,0,29
20,21.0756,0,0,0,1,0,1,0,1,16
1,36.3372,0,0,0,1,0,1,1,1,38
2,35.6105,1,0,0,0,0,0,1,0,46
18,49.4186,1,0,0,0,0,1,0,0,22
2,49.4186,0,0,1,0,0,0,1,1,39
20,21.8023,0,0,1,0,0,1,1,1,58
1,50.8721,0,1,0,0,0,1,0,0,20
10,50.8721,0,0,0,0,1,0,0,0,25
8,49.4186,0,1,0,0,0,0,0,0,60
10,49.4186,0,0,0,1,0,1,1,0,49
1,50.8721,0,0,0,0,1,0,0,1,37
7,50.8721,0,1,0,0,0,1,1,0,18
10,49.4186,0,1,0,0,0,1,0,1,39
14,20.3488,0,0,0,0,1,1,0,1,39
15,35.6105,0,0,1,0,0,1,0,1,30
20,35.6105,0,0,1,0,0,1,1,1,34
2,49.4186,0,0,0,1,0,1,1,0,32
10,49.4186,0,0,1,0,0,1,0,0,21
12,36.3372,0,1,0,0,0,1,1,0,29
17,50.8721,0,0,1,0,0,1,0,1,30
1,50.8721,0,0,0,0,1,1,1,1,43
2,50.8721,0,0,1,0,0,0,0,0,47
8,34.8837,0,0,0,1,0,0,1,0,47
1,50.8721,0,1,0,0,0,1,1,0,25
11,21.0756,0,0,0,1,0,0,1,1,39
10,49.4186,0,0,1,0,0,1,1,1,50
14,34.8837,0,0,0,1,0,1,1,0,19
20,20.3488,1,0,0,0,0,1,0,1,21
11,34.8837,0,0,0,1,0,1,1,1,19
1,34.8837,0,0,0,1,0,0,1,1,39
20,35.6105,1,0,0,0,0,0,0,0,76
17,21.0756,0,1,0,0,0,1,1,1,19
18,35.6105,1,0,0,0,0,0,1,0,62
1,49.4186,1,0,0,0,0,1,0,0,34
20,20.3488,0,0,0,0,1,0,1,0,56
1,49.4186,0,0,1,0,0,1,0,0,23
10,36.3372,0,1,0,0,0,1,1,0,26
12,20.3488,0,0,0,0,1,1,0,0,43
4,50.8721,0,0,0,1,0,1,0,1,31
10,36.3372,0,1,0,0,0,1,0,1,45
19,35.6105,0,0,1,0,0,1,1,0,19
20,21.8023,1,0,0,0,0,1,1,0,36
10,35.6105,0,0,0,0,1,1,0,0,21
20,21.8023,0,0,1,0,0,1,1,1,19
15,35.6105,1,0,0,0,0,1,1,1,34
15,35.6105,1,0,0,0,0,1,1,1,58
12,35.6105,0,0,0,0,1,1,0,0,16
20,35.6105,1,0,0,0,0,1,1,0,76
20,21.0756,0,0,0,1,0,1,0,1,37
20,21.0756,0,1,0,0,0,1,1,0,33
6,49.4186,0,0,1,0,0,0,1,0,72
17,20.3488,0,0,0,0,1,0,1,0,58
16,21.0756,0,0,0,1,0,1,1,1,28
20,21.8023,0,0,1,0,0,0,1,0,32
18,21.0756,0,1,0,0,0,0,1,0,32
18,21.0756,0,1,0,0,0,1,0,1,67
20,20.3488,1,0,0,0,0,1,1,0,54
4,50.8721,1,0,0,0,0,0,1,0,72
14,35.6105,0,0,1,0,0,0,1,0,38
18,35.6105,0,0,1,0,0,0,0,1,38
10,21.0756,0,0,0,1,0,1,1,0,30
20,35.6105,1,0,0,0,0,1,0,0,16
12,34.8837,0,0,0,1,0,0,0,1,42
15,20.3488,0,0,0,0,1,1,1,0,22
19,21.0756,0,0,0,1,0,1,1,1,45
18,34.8837,0,0,0,1,0,1,0,1,67
18,35.6105,1,0,0,0,0,1,0,1,30
8,35.6105,0,0,1,0,0,1,0,0,21
9,50.8721,1,0,0,0,0,1,1,0,30
20,20.3488,1,0,0,0,0,1,1,0,18
15,50.8721,0,0,1,0,0,0,0,1,58
20,21.0756,0,0,0,1,0,1,0,0,49
15,34.8837,0,0,0,1,0,0,1,0,37
13,50.8721,1,0,0,0,0,0,0,0,17
20,20.3488,1,0,0,0,0,0,1,0,56
1,50.8721,0,0,0,1,0,0,0,0,33
20,50.8721,0,0,0,1,0,0,0,0,79
16,20.3488,0,0,0,0,1,1,0,1,65
1,50.8721,0,0,0,1,0,0,1,0,60
20,20.3488,0,0,0,0,1,0,0,1,24
3,36.3372,0,0,0,1,0,0,1,0,70
20,20.3488,1,0,0,0,0,1,1,0,34
17,35.6105,1,0,0,0,0,1,1,1,31
10,35.6105,0,0,1,0,0,0,0,0,17
17,35.6105,0,0,1,0,0,0,1,0,31
4,20.3488,0,0,0,0,1,1,1,0,20
10,49.4186,0,0,0,1,0,0,1,0,18
8,50.8721,1,0,0,0,0,1,1,1,36
20,21.8023,1,0,0,0,0,0,0,1,41
20,20.3488,0,0,1,0,0,1,0,0,34
20,20.3488,1,0,0,0,0,1,1,1,24
12,34.8837,0,0,0,1,0,0,0,0,17
16,20.3488,0,0,0,0,1,1,1,1,19
13,35.6105,1,0,0,0,0,0,1,0,47
5,36.3372,0,1,0,0,0,1,0,1,21
10,20.3488,0,0,1,0,0,1,1,1,27
18,21.8023,1,0,0,0,0,1,0,0,20
18,35.6105,0,0,1,0,0,1,1,1,18
10,21.0756,0,0,0,1,0,1,0,1,50
15,20.3488,0,0,0,0,1,0,0,1,37
18,20.3488,0,0,0,0,1,1,1,0,18
19,20.3488,1,0,0,0,0,1,0,1,30
20,21.8023,0,0,1,0,0,1,1,0,29
1,49.4186,0,0,1,0,0,1,0,1,37
10,35.6105,0,0,1,0,0,1,1,1,21
8,50.8721,0,0,0,0,1,0,1,1,17
6,20.3488,0,0,0,0,1,0,0,1,58
10,50.8721,1,0,0,0,0,1,0,1,32
1,50.8721,0,1,0,0,0,1,1,0,26
1,49.4186,0,0,0,1,0,1,1,1,38
18,35.6105,0,0,1,0,0,1,0,1,30
12,35.6105,0,0,0,0,1,0,0,1,46
18,50.8721,0,0,0,1,0,1,1,0,66
20,21.0756,0,0,0,1,0,1,1,0,17
19,20.3488,1,0,0,0,0,0,1,1,62
